Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,align-analyze-and-communicate-ai-projects,Free / Paid,Andrew Ng,4.4,216350,44,Advanced
Online Course,Coursera,aligning-business-strategy-for-ai-integration,Free / Paid,Andrew Ng,3.6,488994,38,Advanced
Aligning Diet and Exercise,Coursera,aligning-diet-and-exercise,Free / Paid,Andrew Ng,4.858695652,92,56,Advanced
AlimentaciÃ³n y dietÃ©tica para una vuelta al mundo a vela,Coursera,alimentacion-vuelta-al-mundo,Free / Paid,Andrew Ng,4.691099476,191,58,Advanced
Â¿QuÃ© hacen los buenos directivos? Prioridades de la Alta DirecciÃ³n,Coursera,alta-direccion,Free / Paid,Meta AI,4.7952,625,49,Advanced
Online Course,Coursera,alternative-investments-and-taxes-cracking-the-code,Free / Paid,Meta AI,4.9,127342,50,Advanced
Online Course,Coursera,alternative-investments-as-we-age-building-wealth,Free / Paid,Meta AI,4.4,74578,49,Advanced
Online Course,Coursera,alternative-investments-as-we-age-dive-into-your-portfolio,Free / Paid,Google Cloud,4.3,498293,41,Advanced
Online Course,Coursera,alternative-investments-investing-in-land-and-real-estate,Free / Paid,Meta AI,4.1,7806,17,Intermediate
Online Course,Coursera,alternative-mobility-narratives,Free / Paid,Google Cloud,4.8,52780,17,Intermediate
Online Course,Coursera,alternative-payment-models,Free / Paid,Andrew Ng,4.5,437730,21,Intermediate
Online Course,Coursera,alternatives-as-we-age-retirement-and-legacy-planning,Free / Paid,Meta AI,4.5,388278,30,Intermediate
Online Course,Coursera,alteryx-mastery-data-analytics--workflow-automation,Free / Paid,IBM Team,5,81396,27,Intermediate
Effective Altruism,Coursera,altruism,Free / Paid,Google Cloud,4.721534653,808,23,Intermediate
Online Course,Coursera,amazon-aurora-best-practices,Free / Paid,Google Cloud,4,248747,11,Intermediate
Online Course,Coursera,amazon-aurora-service-introduction,Free / Paid,Microsoft Learn,4,341845,57,Advanced
"Amazon Bedrock Customization, Optimization & Automation",Coursera,amazon-bedrock-customization-optimization-automation,Free / Paid,IBM Team,4.88,25,36,Advanced
Online Course,Coursera,amazon-bedrock-getting-started,Free / Paid,Google Cloud,3.6,265934,14,Intermediate
Online Course,Coursera,amazon-comprehend-medical-getting-started,Free / Paid,Andrew Ng,4,56837,28,Intermediate
Online Course,Coursera,amazon-connect-chat-messaging-fundamentals,Free / Paid,Microsoft Learn,4.3,6385,29,Intermediate
Online Course,Coursera,amazon-connect-console-fundamentals,Free / Paid,DeepLearning.AI,4.5,228894,60,Advanced
Online Course,Coursera,amazon-connect-contact-lens-fundamentals,Free / Paid,Andrew Ng,3.9,79409,57,Advanced
Online Course,Coursera,amazon-connect-conversational-interfaces-fundamentals,Free / Paid,IBM Team,4.6,120033,21,Intermediate
Online Course,Coursera,amazon-connect-flows-fundamentals,Free / Paid,IBM Team,4.2,433751,29,Intermediate
Online Course,Coursera,amazon-connect-instance-fundamentals,Free / Paid,Google Cloud,3.8,465783,56,Advanced
Online Course,Coursera,amazon-connect-routing-fundamentals,Free / Paid,Microsoft Learn,4.4,485825,24,Intermediate
Amazon DevOps Guru Getting Started,Coursera,amazon-devops-guru-getting-started,Free / Paid,Google Cloud,4.362068966,58,27,Intermediate
Online Course,Coursera,amazon-eks-deployment-options,Free / Paid,DeepLearning.AI,4.6,494092,36,Advanced
Online Course,Coursera,amazon-q-to-enhance-applications-and-developer-productivity,Free / Paid,Microsoft Learn,4.3,284446,60,Advanced
Online Course,Coursera,amazon-sagemaker-unified-studio-foundation-for-data-analytics-digital,Free / Paid,University Faculty,3.8,442503,8,Beginner
Online Course,Coursera,amazon-workspaces-getting-started,Free / Paid,Microsoft Learn,3.5,205165,47,Advanced
Introduction to Ambulatory Healthcare Management,Coursera,ambulatory-healthcare-management,Free / Paid,Industry Expert,4.802816901,142,60,Advanced
AmÃ©rica Latina en los cambios internacionales: amenazas y oportunidades. ,Coursera,america-latina,Free / Paid,Industry Expert,4.487716763,1384,30,Intermediate
America Through Foreign Eyes,Coursera,america-through-foreign-eyes,Free / Paid,Jose Portilla,4.694789082,403,55,Advanced
Online Course,Coursera,americalatina,Free / Paid,DeepLearning.AI,3.6,462660,13,Intermediate
Consonants of American English Pronunciation,Coursera,american-english-pronunciation-consonant-sounds,Free / Paid,University Faculty,4.785412262,946,40,Advanced
The Music of American English Pronunciation,Coursera,american-english-pronunciation-music,Free / Paid,Google Cloud,4.862944162,197,36,Advanced
Vowels of American English Pronunciation,Coursera,american-english-pronunciation-vowel-sounds,Free / Paid,Industry Expert,4.863970588,272,31,Advanced
An Introduction to American Law,Coursera,american-law,Free / Paid,Meta AI,4.831752656,5272,19,Intermediate
Online Course,Coursera,american-politics-society-and-history-mooc,Free / Paid,University Faculty,4.1,80941,38,Advanced
Mindfulness: An Approach to Stress Reduction,Coursera,an-approach-to-stress-reduction,Free / Paid,Meta AI,4.802325581,86,10,Beginner
Online Course,Coursera,an-introduction-to-cryptography,Free / Paid,DeepLearning.AI,3.8,483392,25,Intermediate
An Introduction to Fixed Income Securities ,Coursera,an-introduction-to-fixed-income-securities,Free / Paid,IBM Team,4.481481481,27,7,Beginner
Online Course,Coursera,an-introduction-to-investment-banks,Free / Paid,Meta AI,4,232759,47,Advanced
An Introduction to Logic for Computer Science,Coursera,an-introduction-to-logic-in-computer-science,Free / Paid,Microsoft Learn,4.612903226,31,39,Advanced
Online Course,Coursera,an-introduction-to-programming-using-python,Free / Paid,Jose Portilla,3.9,12305,40,Advanced
Online Course,Coursera,an-overview-of-the-us-healthcare-system,Free / Paid,Google Cloud,4.3,397259,26,Intermediate
Online Course,Coursera,analisar-os-dados-para-responder-as-perguntas,Free / Paid,Jose Portilla,3.6,324208,59,Advanced
Online Course,Coursera,analise-de-dados-com-programacao-em-r,Free / Paid,Microsoft Learn,4.6,323918,34,Advanced
AnÃ¡lise de Dados Quantitativos,Coursera,analise-de-dados-quantitativos,Free / Paid,Google Cloud,4.434782609,23,45,Advanced
Online Course,Coursera,analise-de-segmentacao-de-mercado,Free / Paid,IBM Team,4.2,326853,37,Advanced
Online Course,Coursera,analise-oportunidade-blockchain,Free / Paid,Microsoft Learn,3.8,332173,35,Advanced
IntroducciÃ³n al anÃ¡lisis de Costos para la DirecciÃ³n de Empresas,Coursera,analisis-costos-direccion-empresas,Free / Paid,Meta AI,4.666003976,503,11,Intermediate
Online Course,Coursera,analisis-cualitativo-y-cuantitativo-del-riesgo-de-desastres,Free / Paid,DeepLearning.AI,4.9,99548,13,Intermediate
Online Course,Coursera,analisis-data-dengan-pemrograman-r,Free / Paid,Industry Expert,3.5,411060,20,Intermediate
Online Course,Coursera,analisis-de-datos-con-programacion-en-r,Free / Paid,IBM Team,4.6,205092,25,Intermediate
Online Course,Coursera,analisis-de-datos-empresariales-r,Free / Paid,Meta AI,4.7,90851,57,Advanced
Online Course,Coursera,analisis-de-futbol-aplicado-mirando-a-los-casos-reales,Free / Paid,Industry Expert,4.5,136211,13,Intermediate
AnÃ¡lisis de Negocios con Estados Financieros,Coursera,analisis-de-negocios-con-estados-financieros,Free / Paid,IBM Team,4.809859155,142,20,Intermediate
Online Course,Coursera,analisis-del-contexto-para-fundamentar-diseno-de-instruccion,Free / Paid,DeepLearning.AI,3.8,227262,38,Advanced
Online Course,Coursera,analisis-estatico-lineal-nolineal-estructuras,Free / Paid,Jose Portilla,4.7,213233,33,Advanced
AnÃ¡lisis de Sistemas de Transporte,Coursera,analisis-sistemas-de-transporte,Free / Paid,DeepLearning.AI,4.679897567,781,57,Advanced
AnÃ¡lisis de Sistemas ElÃ©ctricos y TransiciÃ³n EnergÃ©tica,Coursera,analisis-sistemas-electricos-y-transicion-energetica,Free / Paid,DeepLearning.AI,4.838461538,130,10,Beginner
Online Course,Coursera,analisis-sistemas-termicos-usando-python,Free / Paid,Andrew Ng,4.7,424015,9,Beginner
Online Course,Coursera,analisis-situaciones-negocio,Free / Paid,University Faculty,4.1,2211,48,Advanced
Fundamentos de analÃ­tica de datos educativos,Coursera,analitica-datos-educativos,Free / Paid,Meta AI,4.764705882,17,8,Beginner
Online Course,Coursera,analitica-financiera,Free / Paid,Industry Expert,3.9,336025,45,Advanced
AnalÃ­tica de Procesos: OptimizaciÃ³n desde los Datos,Coursera,analitica-procesos-optimizacion-desde-datos,Free / Paid,Industry Expert,4.777777778,99,18,Intermediate
Online Course,Coursera,analiticas-paginas-web,Free / Paid,Microsoft Learn,4.8,141556,6,Beginner
Online Course,Coursera,analiza-la-situacion-financiera-de-tu-negocio,Free / Paid,Meta AI,4.3,147117,22,Intermediate
Analizando las PolÃ­ticas EconÃ³micas,Coursera,analizando-politicas-economicas,Free / Paid,Meta AI,4.842356688,628,31,Advanced
Online Course,Coursera,analizar-datos-para-responder-preguntas,Free / Paid,Andrew Ng,4.8,165242,10,Beginner
Analizar e incrementar - Parte 1,Coursera,analizar-e-incrementar-p1,Free / Paid,Jose Portilla,4.890625,64,41,Advanced
AnalÃ­tica y ciencia de datos para negocios,Coursera,analtica-y-ciencia-de-datos-para-negocio,Free / Paid,Microsoft Learn,4.261538462,65,32,Advanced
AnalÃ­ticas de Datos con Pandas,Coursera,analticas-de-datos-con-pandas,Free / Paid,Meta AI,4.5,28,32,Advanced
AnalÃ­ticas en Redes Sociales,Coursera,analticas-en-redes-sociales,Free / Paid,Meta AI,4.611111111,36,53,Advanced
AnalÃ­ticas y MÃ©tricas de Marketing,Coursera,analticas-y-mtricas-de-marketing,Free / Paid,Andrew Ng,4.700934579,214,60,Advanced
Online Course,Coursera,analyse-de-donnees-avec-la-programmation-r,Free / Paid,University Faculty,4.5,50162,44,Advanced
Analyse numÃ©rique pour ingÃ©nieurs,Coursera,analyse-numerique,Free / Paid,University Faculty,4.537037037,108,25,Intermediate
Online Course,Coursera,analyser-les-donnees-pour-repondre-aux-questions,Free / Paid,Andrew Ng,4.5,163945,7,Beginner
Analysis and Interpretation of Data,Coursera,analysis-and-interpretation-of-data,Free / Paid,University Faculty,4.6,15,11,Intermediate
Online Course,Coursera,analysis-and-interpretation-of-large-scale-programs,Free / Paid,Jose Portilla,4,480928,34,Advanced
Analysis and Visualization of Data with Power BI,Coursera,analysis-and-visualization-of-data-with-power-bi,Free / Paid,IBM Team,4.833333333,12,22,Intermediate
Analysis of Business Problems,Coursera,analysis-business-problem-iese,Free / Paid,Jose Portilla,4.696774194,155,59,Advanced
Analysis for Business Systems,Coursera,analysis-for-business-systems,Free / Paid,Jose Portilla,4.831597222,576,10,Beginner
Analysis of Algorithms,Coursera,analysis-of-algorithms,Free / Paid,Andrew Ng,4.435328185,1036,48,Advanced
Online Course,Coursera,analysis-of-shallow-foundation,Free / Paid,University Faculty,4.8,177395,11,Intermediate
Analytic Combinatorics,Coursera,analytic-combinatorics,Free / Paid,Meta AI,4.676056338,71,17,Intermediate
Analytical Mechanics for Spacecraft Dynamics,Coursera,analytical-mechanics-spacecraft-dynamics,Free / Paid,IBM Team,4.818181818,11,21,Intermediate
Analytical Solutions to Common Healthcare Problems,Coursera,analytical-solutions-common-healthcare-problems,Free / Paid,DeepLearning.AI,4.457142857,35,52,Advanced
Analytics en las organizaciones,Coursera,analytics-analisis-datos,Free / Paid,Andrew Ng,4.745762712,59,30,Intermediate
Business Metrics for Data-Driven Companies,Coursera,analytics-business-metrics,Free / Paid,DeepLearning.AI,4.593524755,8463,37,Advanced
Online Course,Coursera,analytics-business-metrics-ar,Free / Paid,Meta AI,4.3,275770,36,Advanced
Online Course,Coursera,analytics-business-metrics-ko,Free / Paid,IBM Team,4.6,432316,16,Intermediate
Increasing Real Estate Management Profits: Harnessing Data Analytics,Coursera,analytics-capstone,Free / Paid,Jose Portilla,4.68852459,244,32,Advanced
Applied Analytics and Data for Decision Making,Coursera,analytics-data-decisions,Free / Paid,DeepLearning.AI,4.607692308,130,8,Beginner
Online Course,Coursera,analytics-engineering-workflows-with-dbt,Free / Paid,Andrew Ng,4.8,327087,25,Intermediate
Mastering Data Analysis in Excel,Coursera,analytics-excel,Free / Paid,University Faculty,4.205628803,3944,47,Advanced
Online Course,Coursera,analytics-for-business-and-management-1,Free / Paid,University Faculty,4.6,378232,45,Advanced
Online Course,Coursera,analytics-for-business-and-management-2,Free / Paid,Google Cloud,4.9,340023,28,Intermediate
Online Course,Coursera,analytics-for-business-and-management-3,Free / Paid,Microsoft Learn,3.6,138985,13,Intermediate
Analytics in Healthcare Management and Administration,Coursera,analytics-in-healthcare-management-and-administration,Free / Paid,Google Cloud,4.657894737,38,43,Advanced
Online Course,Coursera,analytics-law-regulations-athlete-representation,Free / Paid,Google Cloud,4.9,490266,20,Intermediate
Managing Big Data with MySQL,Coursera,analytics-mysql,Free / Paid,Google Cloud,4.707955936,4085,51,Advanced
Online Course,Coursera,analytics-roi-and-evaluation,Free / Paid,Meta AI,4.6,290013,17,Intermediate
Data Visualization and Communication with Tableau,Coursera,analytics-tableau,Free / Paid,Andrew Ng,4.657623948,3207,56,Advanced
Online Course,Coursera,analytics-uncover-key-report-insights,Free / Paid,Industry Expert,3.8,367454,58,Advanced
Online Course,Coursera,analytics-uncover-web-traffic-secrets,Free / Paid,IBM Team,4.6,47037,32,Advanced
Analyzing the Universe,Coursera,analyze,Free / Paid,IBM Team,4.773504274,234,37,Advanced
Online Course,Coursera,analyze--create-ai-driven-content-citations,Free / Paid,DeepLearning.AI,3.7,459634,47,Advanced
Online Course,Coursera,analyze--optimize-your-ai-visibility-kpis,Free / Paid,Industry Expert,3.8,304326,5,Beginner
Online Course,Coursera,analyze-agent-performance-build-and-test,Free / Paid,Meta AI,3.8,346570,36,Advanced
Online Course,Coursera,analyze-ai-seo--conquer-competitors,Free / Paid,Google Cloud,4.1,223374,50,Advanced
Online Course,Coursera,analyze-ai-seo-data-for-impact,Free / Paid,University Faculty,4.9,19615,6,Beginner
Online Course,Coursera,analyze-ai-to-amplify-brand-success,Free / Paid,Meta AI,4,171381,16,Intermediate
Online Course,Coursera,analyze-and-act-on-audience-insights,Free / Paid,Microsoft Learn,4.6,225498,56,Advanced
Online Course,Coursera,analyze-and-create-your-ai-marketing-plan,Free / Paid,IBM Team,4.9,81063,18,Intermediate
Online Course,Coursera,analyze-and-deploy-scalable-llm-architectures,Free / Paid,Industry Expert,4.3,319908,28,Intermediate
Online Course,Coursera,analyze-and-mitigate-project-resource-overloads,Free / Paid,Meta AI,4.8,48250,11,Intermediate
Online Course,Coursera,analyze-and-optimize-user-retention,Free / Paid,Meta AI,4.2,291810,33,Advanced
Online Course,Coursera,analyze-and-predict-with-ai-insights,Free / Paid,DeepLearning.AI,4.3,400359,19,Intermediate
Online Course,Coursera,analyze-create-and-evaluate-cloud-security,Free / Paid,IBM Team,4.7,123025,16,Intermediate
Online Course,Coursera,analyze-create-and-secure-data-with-zero-trust,Free / Paid,Jose Portilla,3.7,346654,7,Beginner
Analyze Data to Answer Questions,Coursera,analyze-data,Free / Paid,Andrew Ng,4.602389782,12135,32,Advanced
Online Course,Coursera,analyze-data-cdsp,Free / Paid,Andrew Ng,3.9,95750,47,Advanced
Online Course,Coursera,analyze-data-japanese,Free / Paid,University Faculty,3.6,37751,21,Intermediate
Online Course,Coursera,analyze-data-korean,Free / Paid,Industry Expert,4.9,229950,7,Beginner
Online Course,Coursera,analyze-data-to-answer-questions-arabic,Free / Paid,Microsoft Learn,3.6,213794,44,Advanced
Online Course,Coursera,analyze-evaluate-related-party-transactions-ias-24,Free / Paid,IBM Team,4.4,303651,37,Advanced
Online Course,Coursera,analyze-evaluate-shareholders-equity-essentials,Free / Paid,Google Cloud,3.9,15725,51,Advanced
Online Course,Coursera,analyze-ga4-fix-your-data,Free / Paid,DeepLearning.AI,4.6,378197,31,Advanced
Online Course,Coursera,analyze-global-logistics-strategic-supply-chain-case,Free / Paid,Jose Portilla,4.6,339496,43,Advanced
Online Course,Coursera,analyze-interpret-data-using-excel,Free / Paid,Andrew Ng,3.7,102297,58,Advanced
Online Course,Coursera,analyze-jira-find-your-open-work,Free / Paid,University Faculty,4.1,194083,49,Advanced
Online Course,Coursera,analyze-logs-fix-llm-hallucinations,Free / Paid,Industry Expert,4.4,32967,43,Advanced
Online Course,Coursera,analyze-marketing-data-boost-conversions,Free / Paid,IBM Team,4.6,399439,41,Advanced
Online Course,Coursera,analyze-project-performance-earned-value,Free / Paid,DeepLearning.AI,3.6,382032,6,Beginner
Online Course,Coursera,analyze-rosters-clinic-scheduling-issues,Free / Paid,Google Cloud,3.6,297097,52,Advanced
Online Course,Coursera,analyze-timelines-conquer-project-bottlenecks,Free / Paid,Microsoft Learn,3.9,403915,20,Intermediate
Online Course,Coursera,analyze-users--optimize-product-retention,Free / Paid,Industry Expert,3.8,347253,28,Intermediate
Online Course,Coursera,analyze-web-logs-kibana-elasticsearch,Free / Paid,Industry Expert,4.2,127791,9,Beginner
Online Course,Coursera,analyze-web-metrics-for-marketing-mastery,Free / Paid,DeepLearning.AI,4.3,292854,30,Intermediate
Online Course,Coursera,analyzing-and-underwriting-corporate-credit-in-india,Free / Paid,Andrew Ng,4.3,376003,45,Advanced
Analyzing and Visualizing Data in Looker,Coursera,analyzing-and-visualizing-data-in-looker,Free / Paid,University Faculty,4.656756757,370,21,Intermediate
